inchi,names,iupac_name,smiles,cid,record_ids,logBB,logBB_group,BBB+/BBB-,BBB+/BBB-_group,split
"InChI=1S/C21H25N5O2/c1-3-22-18-5-4-8-23-20(18)25-9-11-26(12-10-25)21(27)19-14-15-13-16(28-2)6-7-17(15)24-19/h4-8,13-14,22,24H,3,9-12H2,1-2H3","Atevirdine, U87201|Atevirdine",[4-[3-(ethylamino)pyridin-2-yl]piperazin-1-yl]-(5-methoxy-1H-indol-2-yl)methanone,CCNc1cccnc1N1CCN(C(=O)c2cc3cc(OC)ccc3[nH]2)CC1,60848.0,R26:39,-0.01,A,BBB+,A,training
"InChI=1S/C21H25N5O8S2/c1-21(2)14(18(29)30)26-16(28)13(17(26)35-21)22-15(27)12(11-7-5-4-6-8-11)23-19(31)24-9-10-25(20(24)32)36(3,33)34/h4-8,12-14,17H,9-10H2,1-3H3,(H,22,27)(H,23,31)(H,29,30)/t12-,13-,14+,17-/m1/s1",Mezlocillin,"(2S,5R,6R)-3,3-dimethyl-6-[[(2R)-2-[(3-methylsulfonyl-2-oxoimidazolidine-1-carbonyl)amino]-2-phenylacetyl]amino]-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,656511.0,R6:245|R23:748,,,BBB-,C,training
"InChI=1S/C21H25NO/c1-22-14-12-18(13-15-22)23-21-19-8-4-2-6-16(19)10-11-17-7-3-5-9-20(17)21/h2-9,18,21H,10-15H2,1H3",Hepzidine,"1-methyl-4-(2-tricyclo[9.4.0.03,8]pentadeca-1(15),3,5,7,11,13-hexaenyloxy)piperidine",CN1CCC(OC2c3ccccc3CCc3ccccc32)CC1,70593.0,R6:555,,,BBB+,C,training
"InChI=1S/C21H25NO/c1-22-18-12-13-19(22)15-20(14-18)23-21(16-8-4-2-5-9-16)17-10-6-3-7-11-17/h2-11,18-21H,12-15H2,1H3/t18-,19+,20?",Benzatropine|Benztropine,"(1R,5S)-3-benzhydryloxy-8-methyl-8-azabicyclo[3.2.1]octane",CN1[C@@H]2CC[C@H]1CC(OC(c1ccccc1)c1ccccc1)C2,1201549.0,R6:360|R14:19|R23:21|R26:78|R51:162,,,BBB+,C,test
"InChI=1S/C21H25NO2/c1-3-13-10-15-5-4-14(13)11-18(15)21(23)17-8-9-22-20-7-6-16(24-2)12-19(17)20/h3,6-9,12-15,18,21,23H,1,4-5,10-11H2,2H3",(5-Ethenyl-2-Bicyclo[2.2.2]Octanyl)-(6-Methoxyquinolin-4-Yl)Methanol,(5-ethenyl-2-bicyclo[2.2.2]octanyl)-(6-methoxyquinolin-4-yl)methanol,C=CC1CC2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,5009.0,R41:219|R46:279,0.1,B,BBB+,A,training
"InChI=1S/C21H25NO3/c1-12-6-7-21(24)16-10-14-4-5-15(23)18-17(14)20(21,19(12)25-18)8-9-22(16)11-13-2-3-13/h4-5,13,16,19,23-24H,1-3,6-11H2/t16-,19+,20+,21-/m1/s1",Nalmefene,"(4R,4aS,7aS,12bS)-3-(cyclopropylmethyl)-7-methylidene-2,4,5,6,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinoline-4a,9-diol",C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,5284594.0,R6:1061|R14:161|R23:159|R37:58,,,BBB+,C,training
"InChI=1S/C21H25NO3/c23-20(25-17-16-22-14-8-3-9-15-22)21(24,18-10-4-1-5-11-18)19-12-6-2-7-13-19/h1-2,4-7,10-13,24H,3,8-9,14-17H2",Pipethanate|Piperilate,"2-piperidin-1-ylethyl 2-hydroxy-2,2-diphenylacetate",O=C(OCCN1CCCCC1)C(O)(c1ccccc1)c1ccccc1,20674.0,R6:1504,,,BBB+,C,test
"InChI=1S/C21H25NO4/c1-12(2)6-9-22-10-8-20-17-13-3-4-14(23)18(17)26-19(20)15(24)5-7-21(20,25)16(22)11-13/h3-4,6,16,19,23,25H,5,7-11H2,1-2H3/t16-,19+,20+,21-/m1/s1",Nalmexone,"(4R,4aS,7aR,12bS)-4a,9-dihydroxy-3-(3-methylbut-2-enyl)-2,4,5,6,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-7-one",CC(C)=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,5360516.0,R6:1062,,,BBB+,C,training
"InChI=1S/C21H25NO4/c1-22(11-12-2-3-12)9-8-20-17-13-4-5-14(23)18(17)26-19(20)15(24)6-7-21(20,25)16(22)10-13/h4-5,12,16,19,25H,2-3,6-11H2,1H3/p+1/t16-,19+,20+,21-,22?/m1/s1",Methylnaltrexone Bromide|Methylnaltrexone,"(4R,4aS,7aR,12bS)-3-(cyclopropylmethyl)-4a,9-dihydroxy-3-methyl-2,4,5,6,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-3-ium-7-one",C[N+]1(CC2CC2)CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,5361918.0,R29:106,,,BBB-,C,test
"InChI=1S/C21H25NO4/c1-23-18-6-5-13-9-17-15-11-20(25-3)19(24-2)10-14(15)7-8-22(17)12-16(13)21(18)26-4/h5-6,10-11,17H,7-9,12H2,1-4H3/t17-/m0/s1",Tetrahydropalmatine,"(13aS)-2,3,9,10-tetramethoxy-6,8,13,13a-tetrahydro-5H-isoquinolino[2,1-b]isoquinoline",COc1cc2c(cc1OC)[C@@H]1Cc3ccc(OC)c(OC)c3CN1CC2,72301.0,R46:482,-0.07,A,BBB+,A,training
"InChI=1S/C21H25NO4/c1-23-18-6-5-13-9-17-15-11-20(25-3)19(24-2)10-14(15)7-8-22(17)12-16(13)21(18)26-4/h5-6,10-11,17H,7-9,12H2,1-4H3/t17-/m1/s1",(+)-Tetrahydropalmatine|D-Tetrahydropalmatine,"(13aR)-2,3,9,10-tetramethoxy-6,8,13,13a-tetrahydro-5H-isoquinolino[2,1-b]isoquinoline",COc1cc2c(cc1OC)[C@H]1Cc3ccc(OC)c(OC)c3CN1CC2,969488.0,R25:577,-0.07,A,BBB+,A,training
"InChI=1S/C21H26Cl2O4/c1-18-7-5-13(25)9-12(18)3-4-15-14-6-8-20(27,17(26)11-24)19(14,2)10-16(22)21(15,18)23/h5,7,9,14-16,24,27H,3-4,6,8,10-11H2,1-2H3/t14-,15-,16-,18-,19-,20-,21-/m0/s1",Dichlorisone,"(8S,9R,10S,11S,13S,14S,17R)-9,11-dichloro-17-hydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-3-one",C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](Cl)[C@@]12Cl,20054892.0,R6:821,,,BBB+,C,training
"InChI=1S/C21H26ClN3O2/c1-14-18(9-10-25(14)13-15-7-5-4-6-8-15)24-21(26)16-11-17(22)19(23-2)12-20(16)27-3/h4-8,11-12,14,18,23H,9-10,13H2,1-3H3,(H,24,26)/t14-,18-/m0/s1","Nemonapride|(2S,3S)-Nemonapride","N-[(2S,3S)-1-benzyl-2-methylpyrrolidin-3-yl]-5-chloro-2-methoxy-4-(methylamino)benzamide",CNc1cc(OC)c(C(=O)N[C@H]2CCN(Cc3ccccc3)[C@H]2C)cc1Cl,9952220.0,R37:60,,,BBB+,C,training
"InChI=1S/C21H26ClN3O2/c1-14-18(9-10-25(14)13-15-7-5-4-6-8-15)24-21(26)16-11-17(22)19(23-2)12-20(16)27-3/h4-8,11-12,14,18,23H,9-10,13H2,1-3H3,(H,24,26)/t14-,18-/m1/s1",Nemonapride,"N-[(2R,3R)-1-benzyl-2-methylpyrrolidin-3-yl]-5-chloro-2-methoxy-4-(methylamino)benzamide",CNc1cc(OC)c(C(=O)N[C@@H]2CCN(Cc3ccccc3)[C@@H]2C)cc1Cl,156333.0,R6:1187|R14:166|R23:165,,,BBB+,C,training
"InChI=1S/C21H26ClN3OS/c22-17-6-7-21-19(16-17)25(18-4-1-2-5-20(18)27-21)9-3-8-23-10-12-24(13-11-23)14-15-26/h1-2,4-7,16,26H,3,8-15H2",Perphenazine,2-[4-[3-(2-chlorophenothiazin-10-yl)propyl]piperazin-1-yl]ethanol,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,4748.0,R6:1606|R7:129|R14:190|R25:508|R26:306|R28:387|R29:125|R46:426,0.7,B,BBB+,A,training
"InChI=1S/C21H26ClNO/c1-21(17-7-4-3-5-8-17,18-10-12-19(22)13-11-18)24-16-14-20-9-6-15-23(20)2/h3-5,7-8,10-13,20H,6,9,14-16H2,1-2H3/t20-,21-/m1/s1",Clemastine,(2R)-2-[2-[(1R)-1-(4-chlorophenyl)-1-phenylethoxy]ethyl]-1-methylpyrrolidine,CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,26987.0,R14:50|R23:49|R26:107|R34:17|R50:111,,,BBB+,C,test
"InChI=1S/C21H26F2O6/c1-18-4-3-10(25)5-13(18)14(22)6-12-11-7-15(26)21(29,17(28)9-24)19(11,2)8-16(27)20(12,18)23/h3-5,11-12,14-16,24,26-27,29H,6-9H2,1-2H3/t11-,12-,14-,15+,16-,18-,19-,20-,21-/m0/s1",Fluocinolone,"(6S,8S,9R,10S,11S,13S,14S,16R,17S)-6,9-difluoro-11,16,17-trihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-3-one",C[C@]12C=CC(=O)C=C1[C@@H](F)C[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,91488.0,R6:846,,,BBB+,C,training
"InChI=1S/C21H26F3N5/c22-21(23,24)16-4-2-5-17(13-16)28-11-9-27(10-12-28)8-7-19-25-26-20-18-6-1-3-15(18)14-29(19)20/h2,4-5,13,15,18H,1,3,6-12,14H2/t15-,18-/m0/s1",Lorpiprazole,"(1S,8R)-5-[2-[4-[3-(trifluoromethyl)phenyl]piperazin-1-yl]ethyl]-3,4,6-triazatricyclo[6.3.0.02,6]undeca-2,4-diene",FC(F)(F)c1cccc(N2CCN(CCc3nnc4n3C[C@@H]3CCC[C@H]43)CC2)c1,20055414.0,R6:1480,,,BBB+,C,training
"InChI=1S/C21H26N2O2/c1-24-18-12-16-9-11-25-21(16)17(13-18)14-23-19-8-5-10-22-20(19)15-6-3-2-4-7-15/h2-4,6-7,12-13,19-20,22-23H,5,8-11,14H2,1H3/t19-,20+/m0/s1",,,COc1cc2c(c(CN[C@H]3CCCN[C@@H]3c3ccccc3)c1)OCC2,,R48:15,0.39,A,BBB+,A,test
"InChI=1S/C21H26N2O2/c1-24-18-12-16-9-11-25-21(16)17(13-18)14-23-19-8-5-10-22-20(19)15-6-3-2-4-7-15/h2-4,6-7,12-13,19-20,22-23H,5,8-11,14H2,1H3/t19-,20+/m1/s1",9-C15,,COc1cc2c(c(CN[C@@H]3CCCN[C@H]3c3ccccc3)c1)OCC2,,R28:171,,,BBB+,B,test
"InChI=1S/C21H26N2O2S2/c1-22-13-6-5-7-16(22)12-14-23-18-8-3-4-9-20(18)26-21-11-10-17(15-19(21)23)27(2,24)25/h3-4,8-11,15-16H,5-7,12-14H2,1-2H3",Sulforidazine|14759-06-9,10-[2-(1-methylpiperidin-2-yl)ethyl]-2-methylsulfonylphenothiazine,CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)(=O)=O)cc21,31765.0,R3:278|R4:171|R5:92|R6:1222|R12:154|R21:242|R25:144|R26:393|R28:115|R39:86|R40:262|R41:250|R46:142|R47:233,0.18,B1,BBB+,A,training
"InChI=1S/C21H26N2O3/c1-26-21(25)19-15-10-17-20-14(13-4-2-3-5-16(13)22-20)8-9-23(17)11-12(15)6-7-18(19)24/h2-5,12,15,17-19,22,24H,6-11H2,1H3/t12-,15-,17-,18-,19+/m0/s1",Yohimbine,"methyl (1S,15R,18S,19R,20S)-18-hydroxy-1,3,11,12,14,15,16,17,18,19,20,21-dodecahydroyohimban-19-carboxylate",COC(=O)[C@@H]1[C@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@@H]2CC[C@@H]1O,8969.0,R51:144,,,BBB-,C,training
"InChI=1S/C21H26N2O3/c1-3-20-10-6-11-22-12-9-15-14-7-4-5-8-16(14)23(17(15)18(20)22)21(25,13-20)19(24)26-2/h4-5,7-8,18,25H,3,6,9-13H2,1-2H3/t18-,20+,21+/m1/s1",Vincamine,"methyl (15S,17S,19S)-15-ethyl-17-hydroxy-1,11-diazapentacyclo[9.6.2.02,7.08,18.015,19]nonadeca-2,4,6,8(18)-tetraene-17-carboxylate",CC[C@]12CCCN3CCc4c(n(c5ccccc45)[C@@](O)(C(=O)OC)C1)[C@@H]32,15376.0,R14:932,,,BBB-,C,training
"InChI=1S/C21H26N2O4/c1-26-20-9-8-16(14-21(20)27-2)19(25)15-22-10-12-23(13-11-22)17-6-4-3-5-7-18(17)24/h3-9,14,19,25H,10-13,15H2,1-2H3/t19-/m1/s1",Ciladopa,"2-[4-[(2S)-2-(3,4-dimethoxyphenyl)-2-hydroxyethyl]piperazin-1-yl]cyclohepta-2,4,6-trien-1-one",COc1ccc([C@H](O)CN2CCN(c3cccccc3=O)CC2)cc1OC,133371.0,R6:645,,,BBB+,C,training
"InChI=1S/C21H26N2O7/c1-12(2)30-21(25)18-14(4)22-13(3)17(20(24)29-10-9-28-5)19(18)15-7-6-8-16(11-15)23(26)27/h6-8,11-12,19,22H,9-10H2,1-5H3",Nimodipine,"3-O-(2-methoxyethyl) 5-O-propan-2-yl 2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,4497.0,R14:168|R23:304|R25:579|R34:59|R37:63,0.08,A,BBB+,A,training
"InChI=1S/C21H26N2OS/c1-22-13-6-5-7-16(22)12-14-23-18-8-3-4-9-20(18)25-21-11-10-17(24-2)15-19(21)23/h3-4,8-11,15-16H,5-7,12-14H2,1-2H3",Oxyridazine,2-methoxy-10-[2-(1-methylpiperidin-2-yl)ethyl]phenothiazine,COc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,65612.0,R6:1193,,,BBB+,C,training
"InChI=1S/C21H26N2OS2/c1-22-13-6-5-7-16(22)12-14-23-18-8-3-4-9-20(18)25-21-11-10-17(26(2)24)15-19(21)23/h3-4,8-11,15-16H,5-7,12-14H2,1-2H3",32672-69-8|Mesoridazine,10-[2-(1-methylpiperidin-2-yl)ethyl]-2-methylsulfinylphenothiazine,CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)=O)cc21,4078.0,R4:156|R5:62|R6:1178|R12:105|R14:139|R21:96|R23:140|R25:286|R26:260|R28:94|R39:57|R40:144|R47:277|R51:247,-0.36,D,BBB+,A,training
"InChI=1S/C21H26N2S2/c1-22-13-6-5-7-16(22)12-14-23-18-8-3-4-9-20(18)25-21-11-10-17(24-2)15-19(21)23/h3-4,8-11,15-16H,5-7,12-14H2,1-2H3",Thioridazine|50-52-2,10-[2-(1-methylpiperidin-2-yl)ethyl]-2-methylsulfanylphenothiazine,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,5452.0,R3:286|R3:287|R3:288|R4:172|R5:100|R6:1626|R12:164|R14:247|R17:47|R21:135|R23:241|R25:122|R26:415|R28:49|R34:140|R40:273|R41:257|R46:120|R47:240|R49:100|R49:136|R50:27|R51:312|R53:38,0.24,D,BBB+,A,training
"InChI=1S/C21H26N2S2/c1-22-13-6-5-7-16(22)12-14-23-18-8-3-4-9-20(18)25-21-11-10-17(24-2)15-19(21)23/h3-4,8-11,15-16H,5-7,12-14H2,1-2H3/t16-/m1/s1",10-{2-[(2R)-1-Methylpiperidin-2-Yl]Ethyl}-2-(Methylsulfanyl)-10H-Phenothiazine,10-[2-[(2R)-1-methylpiperidin-2-yl]ethyl]-2-methylsulfanylphenothiazine,CSc1ccc2c(c1)N(CC[C@H]1CCCCN1C)c1ccccc1S2,6604030.0,R48:22,0.24,A,BBB+,A,training
"InChI=1S/C21H26N4O3S/c1-24(2)14-18-8-9-19(28-18)15-29-11-10-22-21-20(25(26)27)17(13-23-21)12-16-6-4-3-5-7-16/h3-9,13,22-23H,10-12,14-15H2,1-2H3",Skb25|112598-43-3|Bbcpd60|Chebi: 338035|21|N-[2-[[5-(Dimethylaminomethyl)Furan-2-Yl]Methylthio]Ethyl]-3-Nitro-4-Benzyl-1H-Pyrrole-2-Amine,4-benzyl-N-[2-[[5-[(dimethylamino)methyl]furan-2-yl]methylsulfanyl]ethyl]-3-nitro-1H-pyrrol-2-amine,CN(C)Cc1ccc(CSCCNc2[nH]cc(Cc3ccccc3)c2[N+](=O)[O-])o1,14022484.0,R3:265|R4:129|R12:43|R21:350|R25:15|R28:313|R40:48|R41:237|R46:15|R47:220|R48:50|R52:21,-0.73,B,BBB+,A,training
"InChI=1S/C21H26N8O6S2/c1-35-26-11(14-25-20(23)37-27-14)15(30)24-12-16(31)28-13(18(32)33)10(9-36-17(12)28)8-29-5-2-21(3-6-29,4-7-29)19(22)34/h12,17H,2-9H2,1H3,(H5-,22,23,24,25,27,30,32,33,34)/b26-11-/t12-,17-,21?,29?/m1/s1",Cefclidin,"1-[[(6R,7R)-7-[[(2E)-2-(5-amino-1,2,4-thiadiazol-3-yl)-2-methoxyiminoacetyl]amino]-2-carboxy-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-en-3-yl]methyl]-1-azoniabicyclo[2.2.2]octane-4-carboximidate",CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C[N+]34CCC(C(=N)[O-])(CC3)CC4)CS[C@H]12)c1nsc(N)n1,132925831.0,R6:221,,,BBB-,C,training
"InChI=1S/C21H26NO3/c1-22(2)15-9-14-19(16-22)25-20(23)21(24,17-10-5-3-6-11-17)18-12-7-4-8-13-18/h3-8,10-13,19,24H,9,14-16H2,1-2H3/q+1",Mepenzolate Bromide|Mepenzolate,"(1,1-dimethylpiperidin-1-ium-3-yl) 2-hydroxy-2,2-diphenylacetate",C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,4057.0,R14:677|R51:84,,,BBB-,C,test
"InChI=1S/C21H26NO3/c1-4-22(3,5-2)14-15-24-21(23)20-16-10-6-8-12-18(16)25-19-13-9-7-11-17(19)20/h6-13,20H,4-5,14-15H2,1-3H3/q+1",Methantheline Bromide|Methantheline,diethyl-methyl-[2-(9H-xanthene-9-carbonyloxy)ethyl]azanium,CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21,4097.0,R14:683|R23:734|R51:88,,,BBB-,C,training
"InChI=1S/C21H26O2/c1-3-20-11-9-17-16-8-6-15(22)13-14(16)5-7-18(17)19(20)10-12-21(20,23)4-2/h2,10,12-13,16-19,23H,3,5-9,11H2,1H3/t16-,17+,18+,19-,20-,21-/m0/s1",Gestodene,"(8R,9S,10R,13S,14S,17R)-13-ethyl-17-ethynyl-17-hydroxy-1,2,6,7,8,9,10,11,12,14-decahydrocyclopenta[a]phenanthren-3-one",C#C[C@]1(O)C=C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,3033968.0,R23:632,,,BBB-,C,training
"InChI=1S/C21H26O2/c1-4-21(22)12-10-19-18-7-5-14-13-15(23-3)6-8-16(14)17(18)9-11-20(19,21)2/h1,6,8,13,17-19,22H,5,7,9-12H2,2-3H3/t17-,18-,19+,20+,21+/m1/s1",Mestranol,"(8R,9S,13S,14S,17R)-17-ethynyl-3-methoxy-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-ol",C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C,6291.0,R23:731|R51:87,,,BBB-,C,training
"InChI=1S/C21H26O3/c1-14(8-7-9-15(2)12-21(22)23)10-11-19-16(3)13-20(24-6)18(5)17(19)4/h7-13H,1-6H3,(H,22,23)/b9-7+,11-10+,14-8+,15-12+",Acitretin,"(2E,4E,6E,8E)-9-(4-methoxy-2,3,6-trimethylphenyl)-3,7-dimethylnona-2,4,6,8-tetraenoic acid",COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C,5284513.0,R14:329|R23:1043,,,BBB-,C,training
"InChI=1S/C21H26O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h5,7,9,14-15,18,22,26H,3-4,6,8,10-11H2,1-2H3/t14-,15-,18+,19-,20-,21-/m0/s1",Prednisone,"(8S,9S,10R,13S,14S,17R)-17-hydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-6,7,8,9,12,14,15,16-octahydrocyclopenta[a]phenanthrene-3,11-dione",C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,5865.0,R6:899|R7:140|R26:317|R29:135|R51:116,-0.9,A,BBB+,A,training
"InChI=1S/C21H27ClN2O2/c22-20-8-6-19(7-9-20)21(18-4-2-1-3-5-18)24-12-10-23(11-13-24)14-16-26-17-15-25/h1-9,21,25H,10-17H2",Hydroxyzine|68-88-2,2-[2-[4-[(4-chlorophenyl)-phenylmethyl]piperazin-1-yl]ethoxy]ethanol,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,3658.0,R3:180|R4:114|R5:54|R6:1477|R12:88|R14:110|R17:40|R21:85|R23:111|R25:251|R26:214|R28:21|R34:39|R40:124|R41:166|R42:20|R46:226|R47:152|R49:94|R49:128|R50:26|R51:230,0.39,D,BBB+,A,training
"InChI=1S/C21H27ClN2O2/c22-20-8-6-19(7-9-20)21(18-4-2-1-3-5-18)24-12-10-23(11-13-24)14-16-26-17-15-25/h1-9,21,25H,10-17H2/t21-/m0/s1",(S)-Hydroxyzine,2-[2-[4-[(S)-(4-chlorophenyl)-phenylmethyl]piperazin-1-yl]ethoxy]ethanol,OCCOCCN1CCN([C@@H](c2ccccc2)c2ccc(Cl)cc2)CC1,1548976.0,R48:96,0.39,A,BBB+,A,training
"InChI=1S/C21H27ClO5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,18(25)27-11-22)20(15,2)10-16(24)17(14)19/h5,7,9,14-17,24,26H,3-4,6,8,10-11H2,1-2H3/t14-,15-,16-,17+,19-,20-,21-/m0/s1",Loteprednol,"chloromethyl (8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-10,13-dimethyl-3-oxo-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthrene-17-carboxylate",C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)OCCl,9865442.0,R6:873,,,BBB+,C,training
"InChI=1S/C21H27FN2O2/c1-26-21-7-3-2-5-19(21)24-15-13-23(14-16-24)12-4-6-20(25)17-8-10-18(22)11-9-17/h2-3,5,7-11,20,25H,4,6,12-16H2,1H3",Anisopirol,1-(4-fluorophenyl)-4-[4-(2-methoxyphenyl)piperazin-1-yl]butan-1-ol,COc1ccccc1N1CCN(CCCC(O)c2ccc(F)cc2)CC1,13333.0,R6:1115,,,BBB+,C,test
"InChI=1S/C21H27FO5/c1-11(23)21(27)16(25)9-15-14-5-4-12-8-13(24)6-7-18(12,2)20(14,22)17(26)10-19(15,21)3/h6-8,14-17,25-27H,4-5,9-10H2,1-3H3/t14-,15-,16+,17-,18-,19-,20-,21+/m0/s1",Descinolone,"(8S,9R,10S,11S,13S,14S,16R,17S)-17-acetyl-9-fluoro-11,16,17-trihydroxy-10,13-dimethyl-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-3-one",CC(=O)[C@@]1(O)[C@H](O)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,250822.0,R6:813,,,BBB+,C,training
"InChI=1S/C21H27FO5/c1-18-7-5-13(24)9-12(18)3-4-15-14-6-8-20(27,17(26)11-23)19(14,2)10-16(25)21(15,18)22/h5,7,9,14-16,23,25,27H,3-4,6,8,10-11H2,1-2H3/t14-,15-,16-,18-,19-,20-,21-/m0/s1",Isoflupredone,"(8S,9R,10S,11S,13S,14S,17R)-9-fluoro-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-3-one",C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,127516.0,R6:920,,,BBB+,C,training
"InChI=1S/C21H27N/c1-16(15-22(2)3)14-21-19-10-6-4-8-17(19)12-13-18-9-5-7-11-20(18)21/h4-11,16,21H,12-15H2,1-3H3",Butriptyline,"N,N,2-trimethyl-3-(2-tricyclo[9.4.0.03,8]pentadeca-1(15),3,5,7,11,13-hexaenyl)propan-1-amine",CC(CC1c2ccccc2CCc2ccccc21)CN(C)C,21772.0,R6:1545,,,BBB+,C,training
"InChI=1S/C21H27N/c1-20(2,3)22-16-14-21(15-17-22,18-10-6-4-7-11-18)19-12-8-5-9-13-19/h4-13H,14-17H2,1-3H3",Budipine,"1-tert-butyl-4,4-diphenylpiperidine",CC(C)(C)N1CCC(c2ccccc2)(c2ccccc2)CC1,68778.0,R6:498|R25:444|R26:86|R37:13|R46:370,0.66,D,BBB+,A,training
"InChI=1S/C21H27N3/c1-16-14-23(15-17(2)22-16)12-7-13-24-20-10-5-3-8-18(20)19-9-4-6-11-21(19)24/h3-6,8-11,16-17,22H,7,12-15H2,1-2H3/t16-,17+",Rimcazole,"9-[3-[(3R,5S)-3,5-dimethylpiperazin-1-yl]propyl]carbazole",C[C@@H]1CN(CCCn2c3ccccc3c3ccccc32)C[C@H](C)N1,53389.0,R6:1209,,,BBB+,C,training
"InChI=1S/C21H27N3O2/c1-23(21(26)13-17-9-5-6-10-19(17)22)20(16-7-3-2-4-8-16)15-24-12-11-18(25)14-24/h2-10,18,20,25H,11-15,22H2,1H3/t18-,20+/m1/s1",Emd60400,,CN(C(=O)Cc1ccccc1N)[C@@H](CN1CC[C@@H](O)C1)c1ccccc1,,R28:352,,,BBB-,B,training
"InChI=1S/C21H27N3O2/c1-4-15(12-25)22-21(26)14-8-17-16-6-5-7-18-20(16)13(10-23(18)2)9-19(17)24(3)11-14/h5-8,10,14-15,19,25H,4,9,11-12H2,1-3H3,(H,22,26)/t14-,15+,19-/m1/s1",Methysergide,"(6aR,9R)-N-[(2S)-1-hydroxybutan-2-yl]-4,7-dimethyl-6,6a,8,9-tetrahydroindolo[4,3-fg]quinoline-9-carboxamide",CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,9681.0,R14:149|R23:149,,,BBB+,C,training
